,Sample.Name,File.Name,B.CT.mean,C.CT.mean,D.CT.mean,Ofav.CT.mean,B.CT.sd,C.CT.sd,D.CT.sd,Ofav.CT.sd,B.reps,C.reps,D.reps,Ofav.reps,B.Ofav,C.Ofav,D.Ofav,Sample.Plate,TotalSH,logB.SH,logC.SH,logD.SH,logSH,Treatment,Replicate,Colony,Core,Date,Sample,D.Prp,C.Prp,B.Prp,Community,RanA
3,Sample 15,Plate11.csv,NA,NA,28.1738986969,21.5463876725,NA,NA,0.0109271605,0.5309680206,0,0,2,2,0,0,0.0081442307,Sample 15_Plate11.csv,Control,R2,34,34-23,2018-02-23,34-23_2018-02-23,3,3,,,,,,,,
1,Sample 17,Plate11.csv,NA,29.4191802979,26.7250881195,25.614766121,NA,NA,0.2348112198,1.5670737756,0,1,2,2,0,0,0.3729833598,Sample 17_Plate11.csv,0.3729833598,NA,NA,-0.4283105433,-0.4283105433,N,R2,20,20-41,2018-02-23,20-41_2018-02-23,2,2,,,
19,Sample 6,Plate11.csv,NA,31.5594352722,29.068903923,21.0542097092,NA,NA,0.1233668602,0.5505052765,0,1,2,2,0,0,0.0031136251,Sample 6_Plate11.csv,0.0031136251,NA,NA,-2.5067336813,-2.5067336813,N,R1,20,20-46,2018-02-23,20-46_2018-02-23,1,0,0,D,2
5,Sample 7,Plate11.csv,NA,31.8835014343,27.8385019303,19.730793953,NA,NA,0.1050461308,0.2453378167,0,1,2,2,0,0,0.002919217,Sample 7_Plate11.csv,N,R1,34,34-44,2018-02-23,34-44_2018-02-23,3,3,,,,,,,,
7,Sample 10,Plate12.csv,NA,31.5532287598,28.7562599183,NA,NA,0.5400029562,0.061179691,NA,0,2,2,0,0,0,0,Sample 10_Plate12.csv,Control,R2,6,6-85,2018-02-23,6-85_2018-02-23,3,3,,,,,,,,
8,Sample 13,Plate12.csv,NA,29.5241493225,28.5851812363,NA,NA,NA,0.4403732011,NA,0,1,2,0,0,0,0,Sample 13_Plate12.csv,N,R2,6,6-19,2018-02-23,6-19_2018-02-23,3,3,,,,,,,,
11,Sample 5,Plate12.csv,NA,NA,30.1611146927,NA,NA,NA,0.0831000983,NA,0,0,2,0,0,0,0,Sample 5_Plate12.csv,N,R1,6,6-9,2018-02-23,6-9_2018-02-23,3,3,,,,,,,,
4,Sample 7,Plate12.csv,NA,31.8014015198,28.9656486512,25.6229925156,NA,0.6015845595,0.4579130336,0.4184406555,0,2,2,2,0,0.0014502293,0.07937613,Sample 7_Plate12.csv,0.0808263593,NA,-2.8385633339,-1.1003100789,-1.0924469829,N,R1,31,31-43,2018-02-23,31-43_2018-02-23,2,2,,,
23,Sample 8,Plate12.csv,NA,29.2957843781,26.0380430222,18.565114975,NA,1.1045333553,0.1040696727,0.3162969252,0,2,2,2,0,6.18115647699694E-05,0.0045326709,Sample 8_Plate12.csv,0.0045944824,NA,-4.208930262,-2.3436458145,-2.3377634039,NP,R1,6,6-61,2018-02-23,6-61_2018-02-23,0.9865465663,0.0134534337,0,D,2
24,Sample 9,Plate12.csv,NA,32.1051353455,28.3416280747,23.4131784439,NA,NA,0.6664745218,0.2803554415,0,1,2,2,0,0,0.0264434741,Sample 9_Plate12.csv,0.0264434741,NA,NA,-1.5776814878,-1.5776814878,NP,R1,6,6-115,2018-02-23,6-115_2018-02-23,1,0,0,D,2
25,Sample 1,Plate13.csv,NA,NA,29.812543869,18.6786222458,NA,NA,0.3852586102,0.2925099183,0,0,2,2,0,0,0.0003583318,Sample 1_Plate13.csv,0.0003583318,NA,NA,-3.4457146948,-3.4457146948,Control,R1,20,20-19,2018-03-06,20-19_2018-03-06,1,0,0,D,2
27,Sample 12,Plate13.csv,NA,32.0838035583,28.5534448624,17.7212591171,NA,NA,0.2177029711,0.0562663799,0,1,2,2,0,0,0.0004416893,Sample 12_Plate13.csv,0.0004416893,NA,NA,-3.3548831448,-3.3548831448,NP,R1,34,34-22,2018-03-06,34-22_2018-03-06,1,0,0,D,2
28,Sample 14,Plate13.csv,NA,30.936190033,27.5886583328,18.5820798874,NA,NA,0.2567262323,0.1379139293,0,1,2,2,0,0,0.001565595,Sample 14_Plate13.csv,0.001565595,NA,NA,-2.8053205872,-2.8053205872,Control,R2,20,20-4,2018-03-06,20-4_2018-03-06,1,0,0,D,2
14,Sample 15,Plate13.csv,NA,30.4766716004,27.4286298752,18.5805149079,NA,0.03700291,0.2687053782,0.1348591256,0,2,2,2,0,2.7556439597901E-05,0.0017473571,Sample 15_Plate13.csv,Control,R2,34,34-8,2018-03-06,34-8_2018-03-06,2,2,,,,,,,,
30,Sample 3,Plate13.csv,NA,NA,29.1186828614,23.0051174164,NA,NA,0.3050191029,1.2386210249,0,0,2,2,0,0,0.0116295552,Sample 3_Plate13.csv,0.0116295552,NA,NA,-1.9344368963,-1.9344368963,Control,R1,34,34-20,2018-03-06,34-20_2018-03-06,1,0,0,D,2
6,Sample 5,Plate13.csv,NA,NA,27.062743187,26.9377346039,NA,NA,0.1927547342,0.7451805583,0,0,2,2,0,0,0.7384113268,Sample 5_Plate13.csv,0.7384113268,NA,NA,-0.1317016501,-0.1317016501,N,R1,20,20-2,2018-03-06,20-2_2018-03-06,2,2,,,
31,Sample 6,Plate13.csv,NA,30.5128768921,28.6275606156,20.7898712159,NA,NA,0.1529546222,1.3721853994,0,1,2,2,0,0,0.0035200601,Sample 6_Plate13.csv,0.0035200601,NA,NA,-2.4534499229,-2.4534499229,N,R1,20,20-46,2018-03-06,20-46_2018-03-06,1,0,0,D,2
33,Sample 8,Plate13.csv,NA,31.2080482483,27.5401105881,21.9767904282,NA,NA,0.3244228376,0.5480533415,0,1,2,2,0,0,0.0170295605,Sample 8_Plate13.csv,0.0170295605,NA,NA,-1.7687965605,-1.7687965605,N,R1,34,34-44,2018-03-06,34-44_2018-03-06,1,0,0,D,2
17,Sample 1,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 1_Plate14.csv,Control,R1,6,6-83,2018-03-06,6-83_2018-03-06,3,3,,,,,,,,
22,Sample 2,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 2_Plate14.csv,Control,R1,6,6-112,2018-03-06,6-112_2018-03-06,3,3,,,,,,,,
23,Sample 3,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 3_Plate14.csv,N,R1,6,6-9,2018-03-06,6-9_2018-03-06,3,3,,,,,,,,
24,Sample 4,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 4_Plate14.csv,N,R1,6,6-96,2018-03-06,6-96_2018-03-06,3,3,,,,,,,,
25,Sample 5,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 5_Plate14.csv,NP,R1,6,6-61,2018-03-06,6-61_2018-03-06,2,2,,,,,,,,
26,Sample 6,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 6_Plate14.csv,NP,R1,6,6-115,2018-03-06,6-115_2018-03-06,3,3,,,,,,,,
27,Sample 7,Plate14.csv,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Sample 7_Plate14.csv,Control,R2,6,6-85,2018-03-06,6-85_2018-03-06,3,3,,,,,,,,
40,Sample 10,Plate18.csv,NA,NA,24.7336521149,NA,NA,NA,0.0119629615,NA,0,0,2,0,0,0,0,Sample 10_Plate18.csv,N,R1,6,6-9,2017-11-15,6-9_2017-11-15,2,2,,,,,,,,
48,Sample 2,Plate18.csv,NA,NA,23.4809017182,NA,NA,NA,0.0364661277,NA,0,0,2,0,0,0,0,Sample 2_Plate18.csv,Control,R1,6,6-83,2017-11-15,6-83_2017-11-15,2,2,,,,,,,,
73,Sample 9,Plate19.csv,NA,NA,23.275018692,NA,NA,NA,0.0221429426,NA,0,0,2,0,0,0,0,Sample 9_Plate19.csv,NP,R1,6,6-86,2017-11-15,6-86_2017-11-15,2,2,,,,,,,,
72,Sample 10,Plate20.csv,NA,NA,24.4532632828,19.5303611756,NA,NA,0.0505344085,0.2476022826,0,0,2,2,0,0,0.0265453517,Sample 10_Plate20.csv,0.0265453517,NA,NA,-1.5760115168,-1.5760115168,NP,R2,20,20-43,2017-11-15,20-43_2017-11-15,1,0,0,D,2
73,Sample 11,Plate20.csv,NA,NA,25.2174472809,22.4188070297,NA,NA,0.1496192891,0.2720717313,0,0,2,2,0,0,0.1157324163,Sample 11_Plate20.csv,0.1157324163,NA,NA,-0.9365449795,-0.9365449795,NP,R2,20,20-50,2017-11-15,20-50_2017-11-15,1,0,0,D,2
77,Sample 6,Plate20.csv,30.1967706681,NA,25.5570039749,19.9165906907,0.0042470537,NA,0.0360547744,0.0749323762,2,0,2,2,0.0019427119,0,0.0161434405,Sample 6_Plate20.csv,0.0180861524,-2.7115915962,NA,-1.7920039034,-1.7426538142,NP,R2,6,6-49,2017-11-15,6-49_2017-11-15,0.8925856714,0,0.1074143286,D,2
78,Sample 7,Plate20.csv,33.5713310242,27.2151950836,24.0152673722,20.5623836518,1.3502582485,NA,0.021132767,0.0778523099,2,1,2,2,0.0002930674,0,0.0735373731,Sample 7_Plate20.csv,0.0738304405,-3.5330324333,NA,-1.1334918882,-1.1317645404,NP,R2,6,6-72,2017-11-15,6-72_2017-11-15,0.9960305338,0,0.0039694662,D,2
79,Sample 8,Plate20.csv,34.3833465576,NA,24.3813962937,19.5215883255,NA,NA,0.0388034233,0.0133561678,1,0,2,2,0,0,0.0277320332,Sample 8_Plate20.csv,0.0277320332,NA,NA,-1.5570182884,-1.5570182884,NP,R2,6,6-82,2017-11-15,6-82_2017-11-15,1,0,0,D,2
80,Sample 9,Plate20.csv,NA,29.6962989807,24.7213096619,20.4436035157,NA,NA,0.0474823023,0.1271121977,0,1,2,2,0,0,0.0415156479,Sample 9_Plate20.csv,0.0415156479,NA,NA,-1.3817881795,-1.3817881795,NP,R2,20,20-11,2017-11-15,20-11_2017-11-15,1,0,0,D,2
153,Sample 3,Plate28.csv,NA,NA,26.6638851166,20.1204538345,NA,NA,0.0724548158,0.2683412294,0,0,2,2,0,0,0.0086329772,Sample 3_Plate28.csv,0.0086329772,NA,NA,-2.0638394073,-2.0638394073,Control,R1,20,20-19,2018-02-23,20-19_2018-02-23,3,2,,,
147,Sample 14,Plate28.csv,NA,NA,27.4021253586,20.7680721283,NA,NA,0.1166907993,0.5269124823,0,0,2,2,0,0,0.0081073826,Sample 14_Plate28.csv,0.0081073826,NA,NA,-2.091119332,-2.091119332,Control,R1,20,20-19,2018-03-06,20-19_2018-03-06,3,2,,,
166,Sample 9,Plate29.csv,NA,NA,26.5879058838,21.4683952332,NA,NA,0.117091363,0.0388344434,0,0,2,2,0,0,0.0231634591,Sample 9_Plate29.csv,0.0231634591,NA,NA,-1.6351965858,-1.6351965858,Control,R2,20,20-3,2018-02-23,20-3_2018-02-23,3,2,,,
162,Sample 20,Plate29.csv,NA,30.0309928894,26.0321531296,19.9686498642,NA,NA,0.402712126,0.4779776309,0,1,2,2,0,0,0.0120401895,Sample 20_Plate29.csv,0.0120401895,NA,NA,-1.9193666785,-1.9193666785,Control,R2,20,20-3,2018-03-06,20-3_2018-03-06,2,2,,,
164,Sample 4,Plate29.csv,NA,NA,25.2139701844,23.3829126358,NA,NA,0.0916360152,0.6859011844,0,0,2,2,0,0,0.2263218254,Sample 4_Plate29.csv,0.2263218254,NA,NA,-0.6452735628,-0.6452735628,NP,R1,20,20-34,2018-02-23,20-34_2018-02-23,2,2,,,
158,Sample 15,Plate29.csv,NA,28.2515853882,25.4751348496,23.2241849899,NA,0.8551130262,0.1069127305,0.6997550221,0,2,2,2,0,0.003220511,0.1691711325,Sample 15_Plate29.csv,0.1723916435,NA,-2.4920752183,-0.7716737434,-0.7634837901,NP,R1,20,20-34,2018-03-06,20-34_2018-03-06,2,2,,,
156,Sample 10,Plate29.csv,NA,NA,25.9197378159,22.0534076691,NA,NA,0.3524110424,0.072665213,0,0,2,2,0,0,0.0552138887,Sample 10_Plate29.csv,0.0552138887,NA,NA,-1.2579516642,-1.2579516642,Control,R2,20,20-4,2018-02-23,20-4_2018-02-23,2,2,,,
163,Sample 21,Plate29.csv,NA,30.4708808899,25.1370401383,21.7504148484,NA,NA,0.0786439963,0.0747381635,0,1,2,2,0,0,0.0769934689,Sample 21_Plate29.csv,0.0769934689,NA,NA,-1.1135461132,-1.1135461132,Control,R2,20,20-4,2018-03-06,20-4_2018-03-06,3,2,,,
144,Sample 10,Plate28.csv,NA,NA,26.1774168015,23.7813472748,NA,NA,0.0441793381,0.320785396,0,0,2,2,0,0,0.1529821936,Sample 10_Plate28.csv,0.1529821936,NA,NA,-0.8153591161,-0.8153591161,N,R1,20,20-46,2018-02-23,20-46_2018-02-23,3,2,,,
151,Sample 21,Plate28.csv,NA,NA,26.5171871186,22.0004663468,NA,NA,0.4194589234,0.060878931,0,0,2,2,0,0,0.0351771984,Sample 21_Plate28.csv,0.0351771984,NA,NA,-1.4537387512,-1.4537387512,N,R1,20,20-46,2018-03-06,20-46_2018-03-06,3,2,,,
159,Sample 17,Plate29.csv,NA,29.952230835,26.5989780426,21.7363376618,NA,NA,0.0786723189,0.2024100714,0,1,2,2,0,0,0.0276776409,Sample 17_Plate29.csv,0.0276776409,NA,NA,-1.5578709296,-1.5578709296,NP,R1,34,34-22,2018-03-06,34-22_2018-03-06,3,2,,,
152,Sample 22,Plate28.csv,NA,NA,25.1531600952,22.9354858399,NA,NA,0.0071993561,0.3600999763,0,0,2,2,0,0,0.1731183929,Sample 22_Plate28.csv,0.1731183929,NA,NA,-0.7616567883,-0.7616567883,N,R1,34,34-44,2018-03-06,34-44_2018-03-06,3,2,,,
154,Sample 6,Plate28.csv,NA,NA,26.3146886826,26.23092556,NA,NA,0.0833833251,1.0182476296,0,0,2,2,0,0,0.7598265606,Sample 6_Plate28.csv,0.7598265606,NA,NA,-0.1192855293,-0.1192855293,Control,R1,34,34-49,2018-02-23,34-49_2018-02-23,2,2,,,
165,Sample 5,Plate29.csv,NA,32.5926765442,26.2081775665,24.8454856873,NA,NA,0.1181406509,1.0723372091,0,1,2,2,0,0,0.3131255836,Sample 5_Plate29.csv,0.3131255836,NA,NA,-0.5042814474,-0.5042814474,NP,R1,34,34-9,2018-02-23,34-9_2018-02-23,2,2,,,
146,Sample 13,Plate28.csv,NA,NA,26.4476089478,22.2144899369,NA,NA,0.207141308,0.2562191215,0,0,2,2,0,0,0.0428187402,Sample 13_Plate28.csv,0.0428187402,NA,NA,-1.3683661144,-1.3683661144,Control,R1,6,6-112,2018-03-06,6-112_2018-03-06,2,2,,,
161,Sample 2,Plate29.csv,NA,29.8252204895,25.2755146027,24.8380947113,NA,NA,0.1209432478,1.0023909736,0,1,2,2,0,0,0.5946387066,Sample 2_Plate29.csv,0.5946387066,NA,NA,-0.2257468249,-0.2257468249,NP,R1,6,6-115,2018-02-23,6-115_2018-02-23,3,2,,,
157,Sample 13,Plate29.csv,NA,NA,23.8093452454,23.9261856079,NA,NA,0.1194354021,0.9526698307,0,0,2,2,0,0,0.8731766971,Sample 13_Plate29.csv,0.8731766971,NA,NA,-0.058897863,-0.058897863,NP,R1,6,6-115,2018-03-06,6-115_2018-03-06,2,2,,,
186,Sample 2,Plate30.csv,NA,NA,23.551074028,20.7316932678,NA,NA,0.0904100477,0.0865136558,0,0,2,2,0,0,0.1140805234,Sample 2_Plate30.csv,0.1140805234,NA,NA,-0.9427884949,-0.9427884949,N,R2,6,6-12,2018-02-23,6-12_2018-02-23,2,2,,,
155,Sample 1,Plate29.csv,NA,NA,23.0255994797,21.0044898987,NA,NA,0.2146899772,0.579449709,0,0,2,2,0,0,0.1983878518,Sample 1_Plate29.csv,0.1983878518,NA,NA,-0.7024849253,-0.7024849253,NP,R1,6,6-61,2018-02-23,6-61_2018-02-23,3,2,,,
145,Sample 12,Plate28.csv,NA,NA,26.3131904602,21.5201368332,NA,NA,0.0130419207,0.0683938828,0,0,2,2,0,0,0.0290453605,Sample 12_Plate28.csv,0.0290453605,NA,NA,-1.5369232294,-1.5369232294,Control,R1,6,6-83,2018-03-06,6-83_2018-03-06,2,2,,,
160,Sample 18,Plate29.csv,NA,29.0870231628,26.4349040986,22.604426384,NA,NA,0.0633322148,0.5580525969,0,1,2,2,0,0,0.0566032012,Sample 18_Plate29.csv,0.0566032012,NA,NA,-1.2471590067,-1.2471590067,Control,R2,6,6-85,2018-03-06,6-85_2018-03-06,2,2,,,
149,Sample 18,Plate28.csv,NA,28.7353919983,25.6616401673,23.6569433213,NA,NA,0.1634866138,0.0129003074,0,1,2,2,0,0,0.2006576863,Sample 18_Plate28.csv,0.2006576863,NA,NA,-0.6975441997,-0.6975441997,N,R1,6,6-9,2018-03-06,6-9_2018-03-06,2,2,,,
150,Sample 19,Plate28.csv,NA,30.7012466431,25.6934432983,24.9031772614,NA,NA,0.2665353213,0.0223371554,0,1,2,2,0,0,0.4656245833,Sample 19_Plate28.csv,0.4656245833,NA,NA,-0.3319640985,-0.3319640985,N,R1,6,6-96,2018-03-06,6-96_2018-03-06,2,2,,,
162,Sample 15,Plate30.csv,NA,NA,25.3924808502,21.0834436417,NA,NA,0.2656316928,0.1057258753,0,0,2,2,0,0,0.0406237706,Sample 15_Plate30.csv,0.0406237706,NA,NA,-1.3912197691,-1.3912197691,N,R2,20,20-29,2018-03-06,20-29_2018-03-06,2,2,,,
165,Sample 5,Plate30.csv,NA,NA,25.8589410782,22.400261879,NA,NA,0.074009866,0.2001968561,0,0,2,2,0,0,0.0732425572,Sample 5_Plate30.csv,0.0732425572,NA,NA,-1.1352365012,-1.1352365012,N,R2,20,20-41,2018-02-23,20-41_2018-02-23,3,2,,,
163,Sample 16,Plate30.csv,NA,29.8437217713,25.9962472916,21.4389610291,NA,1.0344630394,0.4330362778,0.3976369711,0,2,2,2,0,0.0003099117,0.0342018674,Sample 16_Plate30.csv,0.0345117792,NA,-3.5087619879,-1.4659501807,-1.4620326513,N,R2,20,20-41,2018-03-06,20-41_2018-03-06,2,2,,,
164,Sample 21,Plate30.csv,NA,29.9462684631,25.6987733841,23.9366617203,NA,NA,0.0886432518,0.2047230904,0,1,2,2,0,0,0.2374002744,Sample 21_Plate30.csv,0.2374002744,NA,NA,-0.6245187834,-0.6245187834,NP,R2,20,20-50,2018-03-06,20-50_2018-03-06,2,2,,,
210,Sample 16,Rerun2.csv,NA,33.7060722351,31.1687602997,22.5742082596,NA,NA,0.2577445002,0.7552566897,0,1,2,2,0,0,0.0020831077,Sample 16_Rerun2.csv,0.0020831077,NA,NA,-2.6812882802,-2.6812882802,N,R1,31,31-25,2018-02-23,31-25_2018-02-23,2,2,,,
217,Sample 6,Rerun2.csv,NA,NA,30.800318718,22.5134706498,NA,NA,0.0157190886,0.1609092497,0,0,2,2,0,0,0.002578338,Sample 6_Rerun2.csv,0.002578338,NA,NA,-2.5886601549,-2.5886601549,Control,R1,31,31-34,2018-01-26,31-34_2018-01-26,2,2,,,
218,Sample 7,Rerun2.csv,NA,NA,34.8097229004,20.9570817947,NA,NA,0.6957399448,0.1558138644,0,0,2,2,0,0,5.44338674156632E-05,Sample 7_Rerun2.csv,5.44338674156632E-05,NA,NA,-4.2641308088,-4.2641308088,Control,R1,31,31-41,2018-01-26,31-41_2018-01-26,2,2,,,
211,Sample 17,Rerun2.csv,NA,NA,32.8953018189,22.7489919663,NA,NA,0.0147385844,0.0136205128,0,0,2,2,0,0,0.000710536,Sample 17_Rerun2.csv,0.000710536,NA,NA,-3.1484139278,-3.1484139278,Control,R1,31,31-41,2018-02-23,31-41_2018-02-23,2,2,,,
212,Sample 18,Rerun2.csv,NA,30.8769592285,26.7742233277,21.602971077,NA,NA,0.2915240192,0.2345212495,0,1,2,2,0,0,0.0223474328,Sample 18_Rerun2.csv,0.0223474328,NA,NA,-1.6507723595,-1.6507723595,N,R1,31,31-43,2018-02-23,31-43_2018-02-23,3,2,,,
213,Sample 19,Rerun2.csv,NA,NA,32.9543914795,23.9933929443,NA,NA,1.3472803208,0.3278121186,0,0,2,2,0,0,0.0016158474,Sample 19_Rerun2.csv,0.0016158474,NA,NA,-2.7915996671,-2.7915996671,Control,R1,31,31-45,2018-02-23,31-45_2018-02-23,2,2,,,
214,Sample 20,Rerun2.csv,NA,NA,31.772518158,22.2428092957,NA,NA,1.0734674189,0.0558307501,0,0,2,2,0,0,0.0010894354,Sample 20_Rerun2.csv,0.0010894354,NA,NA,-2.9627985344,-2.9627985344,Control,R2,31,31-46,2018-02-23,31-46_2018-02-23,2,2,,,
166,Sample 6,Plate30.csv,NA,NA,26.594619751,23.7706508637,NA,NA,0.2666054536,0.1447909463,0,0,2,2,0,0,0.1137182954,Sample 6_Plate30.csv,0.1137182954,NA,NA,-0.9441696588,-0.9441696588,N,R2,34,34-24,2018-02-23,34-24_2018-02-23,2,2,,,
