Fra,Gen,Treatment,Replicate,Time,Period,Initial Date,Final Date,dBW/g,dAW/gd,
282,Green,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.8877,2.9638,
288,Green,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.6621,2.7377,
117,G-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.7343,2.8101,
123,G-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.8639,2.94,
130,G-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.1179,2.1925,
221,G-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.4983,2.5737,
227,G-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.2634,2.3383,
150,Orange,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.5738,3.6512,
158,Orange,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.8964,2.9725,
249,Orange,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.7529,3.8306,
164,R-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.5721,1.6457,
170,R-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.7878,1.8618,
262,R-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.5357,1.6092,
268,R-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.8057,1.8797,
274,R-O,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.0897,2.1643,
106,R-Y,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.1437,3.2101,
206,R-Y,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.7807,2.8465,
144,Yellow,N,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.3479,2.413,
178,Green,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.1857,4.2372,
184,Green,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.1509,2.1999,
276,Green,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.3796,3.4301,
283,Green,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.9618,5.0143,
289,Green,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.0588,4.1102,
118,G-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.9596,4.0109,
124,G-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.413,3.4635,
216,G-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.2813,3.3317,
222,G-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.1628,2.2118,
228,G-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.0385,3.0886,
151,Orange,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.0855,3.1356,
159,Orange,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.6447,3.6956,
250,Orange,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.678,4.7301,
165,R-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.1231,3.1733,
171,R-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.701,2.7507,
263,R-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.8068,3.8579,
269,R-O,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.6079,1.6562,
101,R-Y,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.5783,2.6244,
107,R-Y,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.1535,2.199,
300,R-Y,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.3392,1.3838,
145,Yellow,NP,R1,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.8468,1.892,
179,Green,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.198,4.2519,
186,Green,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.8679,3.9214,
277,Green,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.1814,4.2353,
284,Green,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.3566,4.4107,
290,Green,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.2611,4.315,
119,G-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.5619,3.615,
125,G-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.7345,3.7877,
223,G-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.8408,4.8955,
152,Orange,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,4.8594,4.9141,
160,Orange,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,5.1432,5.1983,
166,R-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.6481,3.7013,
173,R-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.694,3.7472,
264,R-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.3968,3.4496,
270,R-O,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.7353,3.7886,
102,R-Y,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.8931,3.9466,
108,R-Y,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.9722,4.0258,
231,Yellow,Control,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.7165,1.7652,
180,Green,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.305,3.3572,
187,Green,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.8136,3.8664,
278,Green,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.0281,3.0799,
285,Green,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.5952,2.6464,
120,G-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.6998,2.7512,
126,G-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.9074,1.9577,
218,G-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.7123,2.7637,
224,G-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.9655,3.0173,
230,G-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.4407,2.4917,
154,Orange,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.7839,3.8367,
246,Orange,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.2037,2.2544,
299,Orange,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.9249,1.9753,
167,R-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.2091,2.2598,
174,R-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.5362,2.5874,
265,R-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.5992,1.6492,
271,R-O,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.992,2.0425,
103,R-Y,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.873,1.9233,
109,R-Y,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.2422,3.2943,
232,Yellow,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.4779,2.5298,
234,Yellow,N,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.7907,2.8431,
181,Green,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.9654,3.0234,
188,Green,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.9549,3.013,
280,Green,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.9902,3.0483,
286,Green,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.2353,3.2938,
121,G-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.3742,3.4329,
128,G-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.3883,3.447,
219,G-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.2431,3.3015,
225,G-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.5694,2.6269,
229,G-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.9009,1.9574,
155,Orange,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,6.958,7.0219,
247,Orange,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.8637,3.9231,
168,R-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.5994,1.6555,
175,R-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.2963,2.3534,
266,R-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.0872,2.144,
272,R-O,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,1.4234,1.4792,
104,R-Y,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,3.1278,3.1861,
110,R-Y,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.5697,2.6272,
233,Yellow,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.6383,2.6959,
235,Yellow,NP,R2,3.Nov-Dec,Nov-Dec,11/16/17,12/13/17,2.6522,2.7047,
176,Green,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.1874,2.2216,
182,Green,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,5.1479,5.1852,
189,Green,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.4291,4.4656,
281,Green,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.2654,4.3018,
287,Green,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.9844,4.0204,
116,G-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,5.0677,5.1049,
122,G-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.7463,3.7822,
129,G-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.828,3.864,
220,G-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.59,4.6267,
226,G-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.1703,4.2066,
149,Orange,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,6.3369,6.3754,
157,Orange,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.6615,4.6983,
248,Orange,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.9471,4.9841,
162,R-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.8911,2.926,
169,R-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.0243,2.0584,
267,R-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.2964,2.3307,
273,R-O,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.9348,2.9698,
105,R-Y,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.8675,2.8917,
204,R-Y,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.1673,3.1917,
143,Yellow,Control,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.143,2.1666,
177,Green,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.0778,3.0881,
183,Green,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.0514,3.0617,
190,Green,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.6663,2.6766,
282,Green,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.3603,3.3708,
288,Green,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.5583,2.5685,
117,G-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.6274,2.6377,
123,G-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.9826,2.9929,
130,G-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.0605,2.0706,
221,G-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.7088,2.7191,
227,G-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.379,2.3892,
150,Orange,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.8494,2.8598,
158,Orange,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.0229,2.033,
249,Orange,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.3748,2.385,
164,R-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.8565,0.8662,
170,R-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.3434,1.3533,
262,R-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.071,1.0808,
268,R-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.2617,1.2715,
274,R-O,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.7297,1.7397,
106,R-Y,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.742,0.759,
206,R-Y,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.234,0.2563,
144,Yellow,N,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.3183,0.3345,
178,Green,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.9529,2.9688,
184,Green,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.8821,1.8975,
276,Green,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.4893,2.505,
283,Green,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.1246,3.1406,
289,Green,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.7564,2.7722,
118,G-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.8507,2.8665,
124,G-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.5814,2.5972,
216,G-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.3918,2.4074,
222,G-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.3815,2.3971,
228,G-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.4959,2.5116,
151,Orange,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.1949,0.2096,
159,Orange,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7797,0.7946,
250,Orange,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.9037,0.9186,
165,R-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.2252,1.2403,
171,R-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7186,0.7334,
263,R-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.3234,1.3385,
269,R-O,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.5072,0.522,
101,R-Y,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.0479,1.0644,
107,R-Y,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.5832,0.6058,
145,Yellow,NP,R1,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.9164,0.9392,
179,Green,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.2514,4.263,
186,Green,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.1435,4.1551,
277,Green,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.1997,4.2113,
284,Green,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.7597,4.7715,
290,Green,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.1442,4.1558,
119,G-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.5649,3.5763,
125,G-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.8965,3.908,
217,G-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.2416,1.2523,
223,G-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,4.2022,4.2139,
152,Orange,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.3492,3.3606,
160,Orange,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.7705,3.782,
166,R-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.634,2.6452,
173,R-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.8165,2.8277,
264,R-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.5269,2.538,
270,R-O,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.6203,2.6314,
102,R-Y,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.6199,2.631,
108,R-Y,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.0258,3.037,
231,Yellow,Control,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.9987,2.0146,
180,Green,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.4476,2.4602,
187,Green,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.7377,2.7504,
278,Green,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.1238,2.1363,
285,Green,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.8689,1.8813,
120,G-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.0124,2.0248,
126,G-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.4538,1.466,
218,G-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.1018,2.1143,
224,G-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.2532,2.2657,
230,G-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.0846,2.097,
154,Orange,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7769,0.7888,
246,Orange,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.2731,0.2849,
299,Orange,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.6361,1.6484,
167,R-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.74,0.7519,
174,R-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7721,0.784,
265,R-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7292,0.7411,
271,R-O,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7843,0.7962,
103,R-Y,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.2131,0.2248,
109,R-Y,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.2659,0.2777,
232,Yellow,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.9046,0.9274,
234,Yellow,N,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.0155,1.0384,
181,Green,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.5065,2.5313,
188,Green,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.1807,2.2052,
280,Green,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.5937,2.6185,
286,Green,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.6216,2.6464,
121,G-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.6214,2.6462,
128,G-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.5161,2.5408,
219,G-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.3443,2.3689,
225,G-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,2.3658,2.3904,
229,G-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.2565,1.2803,
155,Orange,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,3.3735,3.3988,
247,Orange,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.5707,1.5947,
168,R-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7847,0.8082,
175,R-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7728,0.7963,
266,R-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.6189,0.6422,
272,R-O,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7407,0.7641,
104,R-Y,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.8468,0.8703,
110,R-Y,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,0.7487,0.7722,
233,Yellow,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.7367,1.7609,
235,Yellow,NP,R2,4.Dec-Jan,4.Dec-Jan,12/15/17,01/16/18,1.1078,1.1296,
176,Green,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.3151,2.2419,
182,Green,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,5.0714,4.9957,
189,Green,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.5881,4.5129,
281,Green,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.1259,4.0511,
287,Green,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.8205,3.746,
116,G-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.7338,4.6584,
122,G-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.0144,3.9397,
129,G-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.6549,3.5805,
220,G-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.6568,4.5815,
226,G-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.1429,4.068,
149,Orange,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.9904,4.9148,
157,Orange,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.2203,4.1454,
248,Orange,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.4142,4.3391,
162,R-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.4578,2.3845,
169,R-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.206,2.133,
261,R-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.3519,2.3544,
267,R-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.1489,2.076,
273,R-O,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.3283,2.2552,
105,R-Y,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.4899,2.5208,
204,R-Y,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.8866,2.9177,
143,Yellow,Control,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.4623,2.4932,
177,Green,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.1146,2.059,
183,Green,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.9951,1.9396,
190,Green,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0402,1.9847,
282,Green,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.8498,2.7937,
288,Green,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.8096,1.7542,
117,G-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0563,2.0007,
123,G-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.6408,2.5848,
130,G-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.5906,1.5354,
221,G-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.9657,1.9102,
227,G-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0566,2.001,
150,Orange,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.3982,1.3431,
158,Orange,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.6638,1.6085,
249,Orange,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.4294,1.3743,
164,R-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.662,0.6074,
170,R-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.9947,0.9398,
262,R-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.1343,1.0794,
268,R-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.9288,0.874,
274,R-O,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.8817,0.8269,
106,R-Y,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.0769,0.0227,
144,Yellow,N,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.8851,0.9154,
178,Green,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.5464,2.521,
184,Green,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.3104,1.2854,
276,Green,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0258,2.0005,
283,Green,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.3656,2.3402,
289,Green,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.114,2.0887,
118,G-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0849,2.0596,
124,G-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.9488,1.9236,
216,G-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.9076,1.8824,
