Fragment,Colony,Treatment,Replicate,Date,Time_Point,Phase,Fv.Fm,Date.Fv.Fm,S.H,Date.DNA,dBW.g,Date.BW,Chl_a,,Sym.cm2,,Date.Blastate,X16s,X16s_Time_Point,X16s_Notes,Original.Collection.Date,Genotype,Collection.Habitat,Lat,Lon,Days_Experiment,Surv_All,Days_Survivor,SurvExpe
Ac_202,Red and Yellow,BaseLine,NA,12/13/2017,T9,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,28,0,140,NA
Ac_202,Red and Yellow,BaseLine,NA,1/3/2018,T10,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,49,0,161,NA
Ac_202,Red and Yellow,BaseLine,NA,1/19/2018,T11,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,65,0,177,NA
Ac_202,Red and Yellow,BaseLine,NA,1/25/2018,T12,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,71,0,183,NA
Ac_202,Red and Yellow,BaseLine,NA,1/30/2018,T13,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,76,0,188,NA
Ac_202,Red and Yellow,BaseLine,NA,2/5/2018,T14,Nutrients,,,NA,NA,,,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,82,0,194,NA
Ac_202,Red and Yellow,BaseLine,NA,2/7/2018,T15,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,84,0,196,NA
Ac_202,Red and Yellow,BaseLine,NA,2/12/2018,T16,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,89,0,201,NA
Ac_202,Red and Yellow,BaseLine,NA,2/14/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,91,0,203,NA
Ac_202,Red and Yellow,BaseLine,NA,2/15/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,92,0,204,NA
Ac_202,Red and Yellow,BaseLine,NA,2/19/2018,T18,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,96,0,208,NA
Ac_202,Red and Yellow,BaseLine,NA,2/22/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,99,0,211,NA
Ac_202,Red and Yellow,BaseLine,NA,2/23/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,100,0,212,NA
Ac_202,Red and Yellow,BaseLine,NA,2/26/2018,T20,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,103,0,215,NA
Ac_202,Red and Yellow,BaseLine,NA,3/1/2018,T21,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,106,0,218,NA
Ac_202,Red and Yellow,BaseLine,NA,3/5/2018,T22,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,110,0,222,NA
Ac_202,Red and Yellow,BaseLine,NA,3/8/2018,T23,Heat,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,113,0,225,NA
Ac_202,Red and Yellow,BaseLine,NA,3/25/2018,T24,Recovery,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,130,0,242,NA
Ac_203,Red and Yellow,BaseLine,NA,7/26/2017,T0,Baseline,0.606,7/26/2017,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-112,1,0,NA
Ac_203,Red and Yellow,BaseLine,NA,8/30/2017,T1,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-77,0,35,NA
Ac_203,Red and Yellow,BaseLine,NA,10/10/2017,T2,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-36,0,76,NA
Ac_203,Red and Yellow,BaseLine,NA,10/19/2017,T3,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-27,0,85,NA
Ac_203,Red and Yellow,BaseLine,NA,11/6/2017,T4,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-9,0,103,NA
Ac_203,Red and Yellow,BaseLine,NA,11/16/2017,T5,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,1,0,113,NA
Ac_203,Red and Yellow,BaseLine,NA,11/23/2017,T6,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,8,0,120,NA
Ac_203,Red and Yellow,BaseLine,NA,11/29/2017,T7,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,14,0,126,NA
Ac_203,Red and Yellow,BaseLine,NA,12/6/2017,T8,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,21,0,133,NA
Ac_203,Red and Yellow,BaseLine,NA,12/13/2017,T9,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,28,0,140,NA
Ac_203,Red and Yellow,BaseLine,NA,1/3/2018,T10,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,49,0,161,NA
Ac_203,Red and Yellow,BaseLine,NA,1/19/2018,T11,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,65,0,177,NA
Ac_203,Red and Yellow,BaseLine,NA,1/25/2018,T12,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,71,0,183,NA
Ac_203,Red and Yellow,BaseLine,NA,1/30/2018,T13,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,76,0,188,NA
Ac_203,Red and Yellow,BaseLine,NA,2/5/2018,T14,Nutrients,,,NA,NA,,,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,82,0,194,NA
Ac_203,Red and Yellow,BaseLine,NA,2/7/2018,T15,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,84,0,196,NA
Ac_203,Red and Yellow,BaseLine,NA,2/12/2018,T16,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,89,0,201,NA
Ac_203,Red and Yellow,BaseLine,NA,2/14/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,91,0,203,NA
Ac_203,Red and Yellow,BaseLine,NA,2/15/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,92,0,204,NA
Ac_203,Red and Yellow,BaseLine,NA,2/19/2018,T18,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,96,0,208,NA
Ac_203,Red and Yellow,BaseLine,NA,2/22/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,99,0,211,NA
Ac_203,Red and Yellow,BaseLine,NA,2/23/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,100,0,212,NA
Ac_203,Red and Yellow,BaseLine,NA,2/26/2018,T20,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,103,0,215,NA
Ac_203,Red and Yellow,BaseLine,NA,3/1/2018,T21,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,106,0,218,NA
Ac_203,Red and Yellow,BaseLine,NA,3/5/2018,T22,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,110,0,222,NA
Ac_203,Red and Yellow,BaseLine,NA,3/8/2018,T23,Heat,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,113,0,225,NA
Ac_203,Red and Yellow,BaseLine,NA,3/25/2018,T24,Recovery,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,130,0,242,NA
Ac_205,Red and Yellow,BaseLine,NA,7/26/2017,T0,Baseline,0.6,7/26/2017,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-112,1,0,NA
Ac_205,Red and Yellow,BaseLine,NA,8/30/2017,T1,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-77,0,35,NA
Ac_205,Red and Yellow,BaseLine,NA,10/10/2017,T2,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-36,0,76,NA
Ac_205,Red and Yellow,BaseLine,NA,10/19/2017,T3,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-27,0,85,NA
Ac_205,Red and Yellow,BaseLine,NA,11/6/2017,T4,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-9,0,103,NA
Ac_205,Red and Yellow,BaseLine,NA,11/16/2017,T5,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,1,0,113,NA
Ac_205,Red and Yellow,BaseLine,NA,11/23/2017,T6,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,8,0,120,NA
Ac_205,Red and Yellow,BaseLine,NA,11/29/2017,T7,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,14,0,126,NA
Ac_205,Red and Yellow,BaseLine,NA,12/6/2017,T8,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,21,0,133,NA
Ac_205,Red and Yellow,BaseLine,NA,12/13/2017,T9,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,28,0,140,NA
Ac_205,Red and Yellow,BaseLine,NA,1/3/2018,T10,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,49,0,161,NA
Ac_205,Red and Yellow,BaseLine,NA,1/19/2018,T11,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,65,0,177,NA
Ac_205,Red and Yellow,BaseLine,NA,1/25/2018,T12,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,71,0,183,NA
Ac_205,Red and Yellow,BaseLine,NA,1/30/2018,T13,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,76,0,188,NA
Ac_205,Red and Yellow,BaseLine,NA,2/5/2018,T14,Nutrients,,,NA,NA,,,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,82,0,194,NA
Ac_205,Red and Yellow,BaseLine,NA,2/7/2018,T15,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,84,0,196,NA
Ac_205,Red and Yellow,BaseLine,NA,2/12/2018,T16,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,89,0,201,NA
Ac_205,Red and Yellow,BaseLine,NA,2/14/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,91,0,203,NA
Ac_205,Red and Yellow,BaseLine,NA,2/15/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,92,0,204,NA
Ac_205,Red and Yellow,BaseLine,NA,2/19/2018,T18,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,96,0,208,NA
Ac_205,Red and Yellow,BaseLine,NA,2/22/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,99,0,211,NA
Ac_205,Red and Yellow,BaseLine,NA,2/23/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,100,0,212,NA
Ac_205,Red and Yellow,BaseLine,NA,2/26/2018,T20,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,103,0,215,NA
Ac_205,Red and Yellow,BaseLine,NA,3/1/2018,T21,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,106,0,218,NA
Ac_205,Red and Yellow,BaseLine,NA,3/5/2018,T22,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,110,0,222,NA
Ac_205,Red and Yellow,BaseLine,NA,3/8/2018,T23,Heat,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,113,0,225,NA
Ac_205,Red and Yellow,BaseLine,NA,3/25/2018,T24,Recovery,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,130,0,242,NA
Ac_207,Red and Yellow,BaseLine,NA,7/26/2017,T0,Baseline,0.601,7/26/2017,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-112,1,0,NA
Ac_207,Red and Yellow,BaseLine,NA,8/30/2017,T1,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-77,0,35,NA
Ac_207,Red and Yellow,BaseLine,NA,10/10/2017,T2,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-36,0,76,NA
Ac_207,Red and Yellow,BaseLine,NA,10/19/2017,T3,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-27,0,85,NA
Ac_207,Red and Yellow,BaseLine,NA,11/6/2017,T4,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-9,0,103,NA
Ac_207,Red and Yellow,BaseLine,NA,11/16/2017,T5,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,1,0,113,NA
Ac_207,Red and Yellow,BaseLine,NA,11/23/2017,T6,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,8,0,120,NA
Ac_207,Red and Yellow,BaseLine,NA,11/29/2017,T7,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,14,0,126,NA
Ac_207,Red and Yellow,BaseLine,NA,12/6/2017,T8,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,21,0,133,NA
Ac_207,Red and Yellow,BaseLine,NA,12/13/2017,T9,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,28,0,140,NA
Ac_207,Red and Yellow,BaseLine,NA,1/3/2018,T10,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,49,0,161,NA
Ac_207,Red and Yellow,BaseLine,NA,1/19/2018,T11,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,65,0,177,NA
Ac_207,Red and Yellow,BaseLine,NA,1/25/2018,T12,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,71,0,183,NA
Ac_207,Red and Yellow,BaseLine,NA,1/30/2018,T13,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,76,0,188,NA
Ac_207,Red and Yellow,BaseLine,NA,2/5/2018,T14,Nutrients,,,NA,NA,,,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,82,0,194,NA
Ac_207,Red and Yellow,BaseLine,NA,2/7/2018,T15,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,84,0,196,NA
Ac_207,Red and Yellow,BaseLine,NA,2/12/2018,T16,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,89,0,201,NA
Ac_207,Red and Yellow,BaseLine,NA,2/14/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,91,0,203,NA
Ac_207,Red and Yellow,BaseLine,NA,2/15/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,92,0,204,NA
Ac_207,Red and Yellow,BaseLine,NA,2/19/2018,T18,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,96,0,208,NA
Ac_207,Red and Yellow,BaseLine,NA,2/22/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,99,0,211,NA
Ac_207,Red and Yellow,BaseLine,NA,2/23/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,100,0,212,NA
Ac_207,Red and Yellow,BaseLine,NA,2/26/2018,T20,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,103,0,215,NA
Ac_207,Red and Yellow,BaseLine,NA,3/1/2018,T21,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,106,0,218,NA
Ac_207,Red and Yellow,BaseLine,NA,3/5/2018,T22,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,110,0,222,NA
Ac_207,Red and Yellow,BaseLine,NA,3/8/2018,T23,Heat,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,113,0,225,NA
Ac_207,Red and Yellow,BaseLine,NA,3/25/2018,T24,Recovery,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,130,0,242,NA
Ac_208,Red and Yellow,BaseLine,NA,7/26/2017,T0,Baseline,0.587,7/26/2017,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-112,1,0,NA
Ac_208,Red and Yellow,BaseLine,NA,8/30/2017,T1,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-77,0,35,NA
Ac_208,Red and Yellow,BaseLine,NA,10/10/2017,T2,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-36,0,76,NA
Ac_208,Red and Yellow,BaseLine,NA,10/19/2017,T3,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-27,0,85,NA
Ac_208,Red and Yellow,BaseLine,NA,11/6/2017,T4,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-9,0,103,NA
Ac_208,Red and Yellow,BaseLine,NA,11/16/2017,T5,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,1,0,113,NA
Ac_208,Red and Yellow,BaseLine,NA,11/23/2017,T6,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,8,0,120,NA
Ac_208,Red and Yellow,BaseLine,NA,11/29/2017,T7,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,14,0,126,NA
Ac_208,Red and Yellow,BaseLine,NA,12/6/2017,T8,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,21,0,133,NA
Ac_208,Red and Yellow,BaseLine,NA,12/13/2017,T9,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,28,0,140,NA
Ac_208,Red and Yellow,BaseLine,NA,1/3/2018,T10,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,49,0,161,NA
Ac_208,Red and Yellow,BaseLine,NA,1/19/2018,T11,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,65,0,177,NA
Ac_208,Red and Yellow,BaseLine,NA,1/25/2018,T12,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,71,0,183,NA
Ac_208,Red and Yellow,BaseLine,NA,1/30/2018,T13,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,76,0,188,NA
Ac_208,Red and Yellow,BaseLine,NA,2/5/2018,T14,Nutrients,,,NA,NA,,,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,82,0,194,NA
Ac_208,Red and Yellow,BaseLine,NA,2/7/2018,T15,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,84,0,196,NA
Ac_208,Red and Yellow,BaseLine,NA,2/12/2018,T16,Ramping,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,89,0,201,NA
Ac_208,Red and Yellow,BaseLine,NA,2/14/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,91,0,203,NA
Ac_208,Red and Yellow,BaseLine,NA,2/15/2018,T17,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,92,0,204,NA
Ac_208,Red and Yellow,BaseLine,NA,2/19/2018,T18,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,96,0,208,NA
Ac_208,Red and Yellow,BaseLine,NA,2/22/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,99,0,211,NA
Ac_208,Red and Yellow,BaseLine,NA,2/23/2018,T19,Heat,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,100,0,212,NA
Ac_208,Red and Yellow,BaseLine,NA,2/26/2018,T20,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,103,0,215,NA
Ac_208,Red and Yellow,BaseLine,NA,3/1/2018,T21,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,106,0,218,NA
Ac_208,Red and Yellow,BaseLine,NA,3/5/2018,T22,Heat,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,110,0,222,NA
Ac_208,Red and Yellow,BaseLine,NA,3/8/2018,T23,Heat,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,113,0,225,NA
Ac_208,Red and Yellow,BaseLine,NA,3/25/2018,T24,Recovery,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,130,0,242,NA
Ac_209,Red and Yellow,BaseLine,NA,7/26/2017,T0,Baseline,0.618,7/26/2017,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-112,1,0,NA
Ac_209,Red and Yellow,BaseLine,NA,8/30/2017,T1,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-77,0,35,NA
Ac_209,Red and Yellow,BaseLine,NA,10/10/2017,T2,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-36,0,76,NA
Ac_209,Red and Yellow,BaseLine,NA,10/19/2017,T3,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-27,0,85,NA
Ac_209,Red and Yellow,BaseLine,NA,11/6/2017,T4,Baseline,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,-9,0,103,NA
Ac_209,Red and Yellow,BaseLine,NA,11/16/2017,T5,Baseline,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,1,0,113,NA
Ac_209,Red and Yellow,BaseLine,NA,11/23/2017,T6,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,8,0,120,NA
Ac_209,Red and Yellow,BaseLine,NA,11/29/2017,T7,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,14,0,126,NA
Ac_209,Red and Yellow,BaseLine,NA,12/6/2017,T8,Nutrients,NA,NA,NA,NA,,,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,21,0,133,NA
Ac_209,Red and Yellow,BaseLine,NA,12/13/2017,T9,Nutrients,NA,NA,NA,NA,NA,NA,,,,,,,,,7/30/2010,Acer_50,Midchannel,24.54854,-81.53308,28,0,140,NA
